Category,Organisms,Year,Source
mgt,Mycoplasma gallisepticum NY01_2001.047-5-1P,2012,RefSeq
mgv,Mycoplasma gallisepticum VA94_7994-1-7P,2012,RefSeq
mgw,Mycoplasma gallisepticum WI01_2001.043-13-2P,2012,RefSeq
mgac,Mycoplasma gallisepticum CA06_2006.052-5-2P,2012,RefSeq
mgan,Mycoplasma gallisepticum NC08_2008.031-4-3P,2012,RefSeq
mgnc,Mycoplasma gallisepticum NC96_1596-4-2P,2012,RefSeq
mgz,Mycoplasma gallisepticum S6,2013,RefSeq
mmy,Mycoplasma mycoides subsp. mycoides SC PG1,2004,RefSeq
mmym,Mycoplasma mycoides subsp. mycoides SC Gladysdale,2013,RefSeq
mmyi,Mycoplasma mycoides subsp. mycoides izsam_mm5713,2015,GenBank
mml,Mycoplasma mycoides subsp. capri LC 95010,2011,RefSeq
mcp,Mycoplasma capricolum subsp. capricolum ATCC 27343,2005,RefSeq
mcac,Mycoplasma capricolum subsp. capripneumoniae 9231-Abomsa,2015,GenBank
mcap,Mycoplasma capricolum subsp. capripneumoniae F38,2015,GenBank
mcar,Mycoplasma capricolum subsp. capripneumoniae ILRI181,2015,GenBank
mcai,Mycoplasma capricolum subsp. capripneumoniae 87001,2015,GenBank
mlc,Mycoplasma leachii PG50,2010,RefSeq
mlh,Mycoplasma leachii 99/014/6,2012,RefSeq
mmo,Mycoplasma mobile,2004,RefSeq
mhy,Mycoplasma hyopneumoniae 232,2004,RefSeq
mhj,Mycoplasma hyopneumoniae J,2005,RefSeq
mhp,Mycoplasma hyopneumoniae 7448,2005,RefSeq
mhn,Mycoplasma hyopneumoniae 168,2012,RefSeq
mhyl,Mycoplasma hyopneumoniae 168-L,2013,RefSeq
mhyo,Mycoplasma hyopneumoniae 7422,2013,RefSeq
msy,Mycoplasma synoviae,2005,RefSeq
maa,Mycoplasma agalactiae PG2,2007,RefSeq
mal,Mycoplasma agalactiae 5632,2010,RefSeq
mat,Mycoplasma arthritidis,2008,RefSeq
mco,Mycoplasma conjunctivae,2009,RefSeq
mho,Mycoplasma hominis ATCC 23114,2009,RefSeq
mhom,Mycoplasma hominis ATCC 27545,2014,GenBank
mcd,Mycoplasma crocodyli,2010,RefSeq
mhr,Mycoplasma hyorhinis HUB-1,2010,RefSeq
mhh,Mycoplasma hyorhinis GDL-1,2012,RefSeq
mhm,Mycoplasma hyorhinis MCLD,2012,RefSeq
mhs,Mycoplasma hyorhinis SK76,2012,RefSeq
mhv,Mycoplasma hyorhinis DBS 1050,2013,RefSeq
mfr,Mycoplasma fermentans JER,2010,RefSeq
mfm,Mycoplasma fermentans M64,2011,RefSeq
mfp,Mycoplasma fermentans PG18,2013,RefSeq
mbv,Mycoplasma bovis PG45,2010,RefSeq
mbh,Mycoplasma bovis Hubei-1,2011,RefSeq
mbi,Mycoplasma bovis HB0801,2012,RefSeq
mbq,Mycoplasma bovis CQ-W70,2014,GenBank
mha,Mycoplasma haemofelis Langford 1,2011,RefSeq
mhf,Mycoplasma haemofelis Ohio2,2012,RefSeq
mss,Mycoplasma suis Illinois,2011,RefSeq
msk,Mycoplasma suis KI3806,2011,RefSeq
mpf,Mycoplasma putrefaciens KS1,2011,RefSeq
mput,Mycoplasma putrefaciens Mput9231,2013,RefSeq
mhe,Mycoplasma haemocanis,2012,RefSeq
mwe,Mycoplasma wenyonii,2012,RefSeq
mhl,Candidatus Mycoplasma haemolamae,2012,RefSeq
mcy,Mycoplasma cynos,2013,RefSeq
mhb,Candidatus Mycoplasma haemominutum,2013,RefSeq
mpv,Mycoplasma parvum,2013,RefSeq
mov,Mycoplasma ovis,2013,RefSeq
mbc,Mycoplasma bovoculi,2014,GenBank
mcr,Mycoplasma californicum ST-6,2014,GenBank
mcm,Mycoplasma californicum HAZ160_1,2015,GenBank
mgj,Candidatus Mycoplasma girerdii,2014,GenBank
mfq,Mycoplasma flocculare,2015,GenBank
mcan,Mycoplasma canadense,2015,GenBank
myt,Mycoplasma yeatsii,2015,GenBank
mds,Mycoplasma dispar,2015,GenBank
mgb,Mycoplasma gallinaceum,2015,GenBank
mcas,Mycoplasma canis,2015,GenBank
uur,Ureaplasma parvum serovar 3 ATCC 700970,2000,RefSeq
upa,Ureaplasma parvum serovar 3 ATCC 27815,2008,RefSeq
upr,Ureaplasma parvum serovar 3 SV3F4,2015,GenBank
uue,Ureaplasma urealyticum,2008,RefSeq
hcr,Candidatus Hepatoplasma crinochetorum,2014,GenBank
poy,Onion yellows phytoplasma OY-M,2003,RefSeq
ayw,Aster yellows witches'-broom phytoplasma AYWB,2006,RefSeq
pml,Candidatus Phytoplasma mali,2008,RefSeq
pal,Candidatus Phytoplasma australiense,2008,RefSeq
nzs,Phytoplasma (CPA) NZSb11,2013,RefSeq
psol,Candidatus Phytoplasma solani,2013,GenBank
acl,Acholeplasma laidlawii,2008,RefSeq
abra,Acholeplasma brassicae,2014,RefSeq
apal,Acholeplasma palmae,2014,RefSeq
aoc,Acholeplasma oculi,2015,GenBank
mfl,Mesoplasma florum L1,2004,RefSeq
mfw,Mesoplasma florum W37,2013,RefSeq
scr,Spiroplasma chrysopicola,2013,RefSeq
ssyr,Spiroplasma syrphidicola,2013,RefSeq
sdi,Spiroplasma diminutum,2013,RefSeq
stai,Spiroplasma taiwanense,2013,RefSeq
sapi,Spiroplasma apis,2013,RefSeq
smir,Spiroplasma mirum ATCC 29335,2014,GenBank
smia,Spiroplasma mirum ATCC 29335 SMCA,2014,GenBank
scq,Spiroplasma culicicola,2014,GenBank
ssab,Spiroplasma sabaudiense,2014,GenBank
satr,Spiroplasma atrichopogonis,2015,GenBank
seri,Spiroplasma eriocheiris,2015,GenBank
mbj,Mollicutes bacterium,2014,GenBank
mtu,Mycobacterium tuberculosis H37Rv,1998,RefSeq
mtv,Mycobacterium tuberculosis H37Rv,2012,RefSeq
mtc,Mycobacterium tuberculosis CDC1551,2001,RefSeq
mra,Mycobacterium tuberculosis H37Ra,2007,RefSeq
mtf,Mycobacterium tuberculosis F11,2007,RefSeq
mtb,Mycobacterium tuberculosis KZN 1435,2009,RefSeq
mtk,Mycobacterium tuberculosis KZN 4207,2012,RefSeq
mtz,Mycobacterium tuberculosis KZN 605,2012,RefSeq
mtg,Mycobacterium tuberculosis RGTB327,2012,RefSeq
mti,Mycobacterium tuberculosis RGTB423,2012,GenBank
mte,Mycobacterium tuberculosis CCDC5079,2012,RefSeq
mtur,Mycobacterium tuberculosis CCDC5079,2013,RefSeq
mtl,Mycobacterium tuberculosis CCDC5180,2012,RefSeq
mto,Mycobacterium tuberculosis CTRI-2,2012,RefSeq
mtd,Mycobacterium tuberculosis UT205,2012,RefSeq
mtn,Mycobacterium tuberculosis Erdman = ATCC 35801,2013,RefSeq
mtj,Mycobacterium tuberculosis Beijing/NITR203,2013,RefSeq
mtub,Mycobacterium tuberculosis 7199-99,2013,RefSeq
mtuc,Mycobacterium tuberculosis CAS/NITR204,2013,GenBank
mtue,Mycobacterium tuberculosis EAI5/NITR206,2013,RefSeq
mtx,Mycobacterium tuberculosis EAI5,2013,RefSeq
mtuh,Mycobacterium tuberculosis Haarlem/NITR202,2013,GenBank
mtul,Mycobacterium tuberculosis Haarlem,2013,RefSeq
mtut,Mycobacterium tuberculosis BT1,2014,GenBank
mtuu,Mycobacterium tuberculosis BT2,2014,GenBank
mtq,Mycobacterium tuberculosis HKBS1,2014,GenBank
mbo,Mycobacterium bovis AF2122/97,2003,RefSeq
mbb,Mycobacterium bovis BCG Pasteur 1173P2,2007,RefSeq
mbt,Mycobacterium bovis BCG Tokyo 172,2009,RefSeq
mbm,Mycobacterium bovis BCG Mexico,2012,RefSeq
mbk,Mycobacterium bovis BCG Korea 1168P,2013,RefSeq
mbx,Mycobacterium bovis BCG ATCC 35743,2015,GenBank
mbz,Mycobacterium bovis ATCC BAA-935,2014,GenBank
maf,Mycobacterium africanum,2011,RefSeq
mce,Mycobacterium canettii CIPT 140010059,2011,RefSeq
mcq,Mycobacterium canettii CIPT 140060008,2013,RefSeq
mcv,Mycobacterium canettii CIPT 140070008,2013,RefSeq
mcx,Mycobacterium canettii CIPT 140070010,2013,RefSeq
mcz,Mycobacterium canettii CIPT 140070017,2013,RefSeq
mle,Mycobacterium leprae TN,2001,RefSeq
mlb,Mycobacterium leprae Br4923,2009,RefSeq
mpa,Mycobacterium avium subsp. paratuberculosis K-10,2004,RefSeq
mao,Mycobacterium avium subsp. paratuberculosis MAP4,2013,RefSeq
mavi,Mycobacterium avium subsp. paratuberculosis E1,2015,GenBank
mavu,Mycobacterium avium subsp. paratuberculosis E93,2015,GenBank
mav,Mycobacterium avium 104,2006,RefSeq
mavr,Mycobacterium avium 2285 (R),2014,GenBank
mavd,Mycobacterium avium subsp. avium DJO-44271,2014,GenBank
mava,Mycobacterium avium subsp. avium 2285 (S),2015,GenBank
mit,Mycobacterium intracellulare MOTT-02,2012,RefSeq
mir,Mycobacterium intracellulare MOTT-64,2012,RefSeq
mia,Mycobacterium intracellulare ATCC 13950,2012,RefSeq
mie,Mycobacterium intracellulare 1956,2014,GenBank
mid,Mycobacterium indicus pranii,2012,RefSeq
myo,Mycobacterium yongonense,2013,RefSeq
msm,Mycobacterium smegmatis MC2 155,2006,RefSeq
msg,Mycobacterium smegmatis MC2 155,2012,RefSeq
msb,Mycobacterium smegmatis MC2 155,2014,GenBank
msa,Mycobacterium smegmatis JS623,2013,RefSeq
msn,Mycobacterium smegmatis INHR1,2014,GenBank
msh,Mycobacterium smegmatis INHR2,2014,GenBank
mul,Mycobacterium ulcerans,2006,RefSeq
mva,Mycobacterium vanbaalenii,2006,RefSeq
mgi,Mycobacterium gilvum PYR-GCK,2007,RefSeq
msp,Mycobacterium gilvum Spyr1,2010,RefSeq
mab,Mycobacterium abscessus ATCC 19977,2008,RefSeq
mabb,Mycobacterium abscessus subsp. bolletii 50594,2013,RefSeq
mmv,Mycobacterium abscessus subsp. bolletii GO 06,2012,RefSeq
may,Mycobacterium abscessus subsp. bolletii MA 1948,2014,GenBank
mabo,Mycobacterium abscessus subsp. bolletii MC1518,2014,GenBank
mabl,Mycobacterium abscessus subsp. bolletii CCUG 48898 = JCM 15300,2015,GenBank
maz,Mycobacterium abscessus 103,2014,GenBank
mak,Mycobacterium abscessus subsp. abcessus MM1513,2014,GenBank
mys,Mycobacterium abscessus DJO-44274,2015,GenBank
myc,Mycobacterium abscessus 4529,2015,GenBank
mmc,Mycobacterium sp. MCS,2006,RefSeq
mkm,Mycobacterium sp. KMS,2006,RefSeq
mjl,Mycobacterium sp. JLS,2007,RefSeq
mjd,Mycobacterium sp. JDM601,2011,RefSeq
mmi,Mycobacterium marinum,2008,RefSeq
mrh,Mycobacterium rhodesiae,2012,RefSeq
mmm,Mycobacterium sp. MOTT36Y,2012,RefSeq
mcb,Mycobacterium chubuense,2012,RefSeq
mli,Mycobacterium liflandii,2013,RefSeq
mkn,Mycobacterium kansasii ATCC 12478,2013,RefSeq
mks,Mycobacterium kansasii 662,2015,GenBank
mki,Mycobacterium kansasii 824,2015,GenBank
mne,Mycobacterium neoaurum,2013,RefSeq
myv,Mycobacterium sp. VKM Ac-1817D,2015,GenBank
mye,Mycobacterium sp. EPa45,2015,GenBank
mgo,Mycobacterium goodii,2015,GenBank
asd,Amycolicicoccus subflavus,2011,RefSeq
cgl,Corynebacterium glutamicum ATCC 13032 (Kyowa Hakko),2002,RefSeq
cgb,Corynebacterium glutamicum ATCC 13032 (Bielefeld),2005,RefSeq
cgu,Corynebacterium glutamicum K051,2013,RefSeq
cgt,Corynebacterium glutamicum R,2007,RefSeq
cgs,Corynebacterium glutamicum SCgG1,2013,RefSeq
cgg,Corynebacterium glutamicum SCgG2,2013,RefSeq
cgm,Corynebacterium glutamicum MB001,2013,RefSeq
cgj,Corynebacterium glutamicum ATCC 21831,2014,GenBank
cgq,Corynebacterium glutamicum AR1,2014,GenBank
cgx,Corynebacterium glutamicum B253,2015,GenBank
cef,Corynebacterium efficiens,2002,RefSeq
cdi,Corynebacterium diphtheriae NCTC 13129,2003,RefSeq
cdp,Corynebacterium diphtheriae 241,2012,RefSeq
cdh,Corynebacterium diphtheriae INCA 402,2012,RefSeq
cdt,Corynebacterium diphtheriae HC01,2012,RefSeq
cde,Corynebacterium diphtheriae HC02,2012,RefSeq
cdr,Corynebacterium diphtheriae HC03,2012,RefSeq
cda,Corynebacterium diphtheriae HC04,2012,RefSeq
cdz,Corynebacterium diphtheriae 31A,2012,RefSeq
cdb,Corynebacterium diphtheriae BH8,2012,RefSeq
cds,Corynebacterium diphtheriae C7,2012,RefSeq
cdd,Corynebacterium diphtheriae CDCE 8392,2012,RefSeq
cdw,Corynebacterium diphtheriae PW8,2012,RefSeq
cdv,Corynebacterium diphtheriae VA01,2012,RefSeq
cjk,Corynebacterium jeikeium,2005,RefSeq
cur,Corynebacterium urealyticum DSM 7109,2008,RefSeq
cua,Corynebacterium urealyticum DSM 7111,2013,RefSeq
car,Corynebacterium aurimucosum,2009,RefSeq
ckp,Corynebacterium kroppenstedtii,2009,RefSeq
cpu,Corynebacterium pseudotuberculosis FRC41,2010,RefSeq
cpl,Corynebacterium pseudotuberculosis 3/99-5,2012,RefSeq
cpg,Corynebacterium pseudotuberculosis 316,2012,RefSeq
cpp,Corynebacterium pseudotuberculosis P54B96,2012,RefSeq
cpk,Corynebacterium pseudotuberculosis 1002,2012,RefSeq
cpq,Corynebacterium pseudotuberculosis C231,2012,RefSeq
cpx,Corynebacterium pseudotuberculosis I19,2012,RefSeq
cpz,Corynebacterium pseudotuberculosis PAT10,2012,RefSeq
cor,Corynebacterium pseudotuberculosis 267,2012,RefSeq
cop,Corynebacterium pseudotuberculosis 31,2012,GenBank
cod,Corynebacterium pseudotuberculosis 1/06-A,2012,RefSeq
cos,Corynebacterium pseudotuberculosis 42/02-A,2012,RefSeq
coi,Corynebacterium pseudotuberculosis CIP 52.97,2012,RefSeq
coe,Corynebacterium pseudotuberculosis 258,2012,RefSeq
cou,Corynebacterium pseudotuberculosis Cp162,2012,RefSeq
cpse,Corynebacterium pseudotuberculosis 48252,2014,GenBank
cpsu,Corynebacterium pseudotuberculosis CS_10,2014,GenBank
cpsf,Corynebacterium pseudotuberculosis Ft_2193/67,2014,GenBank
crd,Corynebacterium resistens,2011,RefSeq
cul,Corynebacterium ulcerans BR-AD22,2011,RefSeq
cuc,Corynebacterium ulcerans 809,2012,RefSeq
cue,Corynebacterium ulcerans 0102,2012,RefSeq
cun,Corynebacterium ulcerans 210932,2014,GenBank
cus,Corynebacterium ulcerans FRC11,2014,GenBank
cuq,Corynebacterium ulcerans 210931,2014,GenBank
cuz,Corynebacterium ulcerans 05146,2014,GenBank
cuj,Corynebacterium ulcerans 131002,2015,GenBank
cva,Corynebacterium variabile,2011,RefSeq
chn,Corynebacterium halotolerans,2013,RefSeq
ccn,Corynebacterium callunae,2013,RefSeq
cter,Corynebacterium terpenotabidum,2013,RefSeq
cmd,Corynebacterium maris,2013,RefSeq
caz,Corynebacterium argentoratense,2013,RefSeq
cfn,Corynebacterium falsenii,2014,GenBank
ccg,Corynebacterium casei,2014,GenBank
cvt,Corynebacterium vitaeruminis,2014,GenBank
cgy,Corynebacterium glyciniphilum,2014,GenBank
cax,Corynebacterium atypicum,2014,GenBank
cii,Corynebacterium imitans,2014,GenBank
cuv,Corynebacterium ureicelerivorans,2014,GenBank
coa,Corynebacterium sp. ATCC 6931,2014,GenBank
cdo,Corynebacterium doosanense,2014,GenBank
chm,Corynebacterium humireducens,2015,GenBank
csx,Corynebacterium singulare,2015,GenBank
cmq,Corynebacterium marinum,2015,GenBank
cku,Corynebacterium kutscheri,2015,GenBank
ccj,Corynebacterium camporealensis,2015,GenBank
cmv,Corynebacterium mustelae,2015,GenBank
cei,Corynebacterium epidermidicanis,2015,GenBank
cted,Corynebacterium testudinoris,2015,GenBank
cut,Corynebacterium uterequi,2015,GenBank
nfa,Nocardia farcinica,2004,RefSeq
ncy,Nocardia cyriacigeorgica,2012,RefSeq
nbr,Nocardia brasiliensis,2012,RefSeq
nno,Nocardia nova,2014,GenBank
rha,Rhodococcus jostii,2006,RefSeq
rer,Rhodococcus erythropolis PR4,2009,RefSeq
rey,Rhodococcus erythropolis CCM2595,2013,RefSeq
reb,Rhodococcus erythropolis BG43,2015,GenBank
rop,Rhodococcus opacus B4,2009,RefSeq
roa,Rhodococcus opacus PD630,2014,GenBank
req,Rhodococcus equi,2010,RefSeq
rpy,Rhodococcus pyridinivorans,2013,RefSeq
rhb,Rhodococcus sp. B7740,2015,GenBank
rav,Rhodococcus aetherivorans,2015,GenBank
gbr,Gordonia bronchialis,2009,RefSeq
gpo,Gordonia polyisoprenivorans,2012,RefSeq
gor,Gordonia sp. KTR9,2012,RefSeq
tpr,Tsukamurella paurometabola,2010,RefSeq
srt,Segniliparus rotundus,2010,RefSeq
sco,Streptomyces coelicolor,2002,RefSeq
sma,Streptomyces avermitilis,2003,RefSeq
sgr,Streptomyces griseus,2008,RefSeq
scb,Streptomyces scabiei,2010,RefSeq
ssx,Streptomyces sp. SirexAA-E,2011,RefSeq
svl,Streptomyces violaceusniger,2011,RefSeq
sct,Streptomyces cattleya NRRL 8057,2011,RefSeq
scy,Streptomyces cattleya NRRL 8057 = DSM 46488,2012,RefSeq
sfa,Streptomyces pratensis,2011,RefSeq
sbh,Streptomyces bingchenggensis,2012,RefSeq
shy,Streptomyces hygroscopicus subsp. jinggangensis 5008,2012,RefSeq
sho,Streptomyces hygroscopicus subsp. jinggangensis TL01,2013,RefSeq
sve,Streptomyces venezuelae,2012,RefSeq
sdv,Streptomyces davawensis,2013,RefSeq
salb,Streptomyces albus J1074,2013,RefSeq
sals,Streptomyces albus DSM 41398,2015,GenBank
strp,Streptomyces sp. PAMC26508,2013,RefSeq
sfi,Streptomyces fulvissimus,2013,RefSeq
sci,Streptomyces collinus,2013,RefSeq
src,Streptomyces rapamycinicus,2013,RefSeq
salu,Streptomyces albulus NK660,2014,GenBank
sall,Streptomyces albulus ZPM,2015,GenBank
slv,Streptomyces lividans,2014,GenBank
sgu,Streptomyces glaucescens,2014,GenBank
svt,Streptomyces vietnamensis,2015,GenBank
stre,Streptomyces sp. 769,2015,GenBank
scw,Streptomyces cyaneogriseus,2015,GenBank
sld,Streptomyces lydicus,2015,GenBank
sxi,Streptomyces xiamenensis,2015,GenBank
strm,Streptomyces sp. Mg1,2015,GenBank
strc,Streptomyces sp. CNQ-509,2015,GenBank
ksk,Kitasatospora setae,2011,RefSeq
twh,Tropheryma whipplei Twist,2003,RefSeq
tws,Tropheryma whipplei TW08/27,2003,RefSeq
lxx,Leifsonia xyli subsp. xyli CTCB07,2004,RefSeq
lxy,Leifsonia xyli subsp. cynodontis DSM 46306,2013,RefSeq
cmi,Clavibacter michiganensis subsp. michiganensis,2007,RefSeq
cms,Clavibacter michiganensis subsp. sepedonicus,2008,RefSeq
cmc,Clavibacter michiganensis subsp. nebraskensis,2013,RefSeq
cmh,Clavibacter michiganensis subsp. insidiosus,2015,GenBank
mts,Microbacterium testaceum,2011,RefSeq
rla,Candidatus Rhodoluna lacicola,2014,GenBank
rtx,Rathayibacter toxicus,2015,GenBank
art,Arthrobacter sp. FB24,2006,GenBank
aau,Arthrobacter aurescens,2006,RefSeq
ach,Arthrobacter chlorophenolicus,2009,RefSeq
aai,Arthrobacter arilaitensis,2010,RefSeq
apn,Arthrobacter phenanthrenivorans,2011,RefSeq
arr,Arthrobacter sp. Rue61a,2012,RefSeq
arm,Arthrobacter sp. PAMC25486,2014,GenBank
ari,Arthrobacter sp. IHBB 11108,2015,GenBank
rsa,Renibacterium salmoninarum,2007,RefSeq
krh,Kocuria rhizophila,2008,RefSeq
mlu,Micrococcus luteus,2009,RefSeq
rmu,Rothia mucilaginosa,2010,RefSeq
rdn,Rothia dentocariosa,2010,RefSeq
bcv,Beutenbergia cavernae,2009,RefSeq
bfa,Brachybacterium faecium,2009,RefSeq
jde,Jonesia denitrificans,2009,RefSeq
kse,Kytococcus sedentarius,2009,RefSeq
dni,Dermacoccus nishinomiyaensis,2014,GenBank
xce,Xylanimonas cellulosilytica,2009,RefSeq
iva,Isoptericola variabilis,2011,RefSeq
ske,Sanguibacter keddieii,2010,RefSeq
cfl,Cellulomonas flavigena,2010,RefSeq
cfi,Cellulomonas fimi,2011,RefSeq
cga,Cellulomonas gilvus,2011,RefSeq
ica,Intrasporangium calvum,2011,RefSeq
pac,Propionibacterium acnes KPA171202,2004,RefSeq
pak,Propionibacterium acnes SK137,2010,RefSeq
pav,Propionibacterium acnes TypeIA2 P.acn17,2012,RefSeq
pax,Propionibacterium acnes TypeIA2 P.acn31,2012,RefSeq
paz,Propionibacterium acnes TypeIA2 P.acn33,2012,RefSeq
paw,Propionibacterium acnes 266,2012,RefSeq
pad,Propionibacterium acnes ATCC 11828,2012,RefSeq
pcn,Propionibacterium acnes 6609,2012,RefSeq
pacc,Propionibacterium acnes C1,2012,RefSeq
pach,Propionibacterium acnes HL096PA1,2013,RefSeq
pacn,Propionibacterium acnes hdn-1,2014,GenBank
pfr,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,2010,RefSeq
pfre,Propionibacterium freudenreichii subsp. freudenreichii DSM 20271,2015,GenBank
ppc,Propionibacterium propionicum,2012,RefSeq
pbo,Propionibacterium acidipropionici,2012,RefSeq
pra,Propionibacterium avidum,2013,RefSeq
mph,Microlunatus phosphovorus,2011,RefSeq
nca,Nocardioides sp. JS614,2006,RefSeq
kfl,Kribbella flavida,2010,RefSeq
psim,Pimelobacter simplex,2015,GenBank
tfu,Thermobifida fusca,2005,RefSeq
nda,Nocardiopsis dassonvillei,2010,RefSeq
nal,Nocardiopsis alba,2012,RefSeq
tcu,Thermomonospora curvata,2009,RefSeq
sro,Streptosporangium roseum,2009,RefSeq
fra,Frankia sp. CcI3,2006,RefSeq
fre,Frankia sp. EAN1pec,2007,RefSeq
fri,Frankia sp. EuI1c,2010,RefSeq
fal,Frankia alni,2006,RefSeq
fsy,Frankia symbiont,2011,RefSeq
ace,Acidothermus cellulolyticus,2006,RefSeq
nml,Nakamurella multipartita,2009,RefSeq
gob,Geodermatophilus obscurus,2010,RefSeq
bsd,Blastococcus saxobsidens,2012,RefSeq
mmar,Modestobacter marinus,2012,RefSeq
kra,Kineococcus radiotolerans,2007,RefSeq
sen,Saccharopolyspora erythraea,2007,RefSeq
svi,Saccharomonospora viridis,2009,RefSeq
amd,Amycolatopsis mediterranei U32,2010,RefSeq
amn,Amycolatopsis mediterranei S699,2012,RefSeq
amm,Amycolatopsis mediterranei S699,2012,RefSeq
amz,Amycolatopsis mediterranei RB,2013,RefSeq
aoi,Amycolatopsis orientalis,2013,RefSeq
aja,Amycolatopsis japonica,2014,GenBank
amq,Amycolatopsis methanolica,2014,GenBank
alu,Amycolatopsis lurida,2015,GenBank
pdx,Pseudonocardia dioxanivorans,2011,RefSeq
ami,Actinosynnema mirum,2009,RefSeq
sesp,Saccharothrix espanaensis,2013,RefSeq
kal,Kutzneria albida,2014,GenBank
stp,Salinispora tropica,2007,RefSeq
saq,Salinispora arenicola,2007,RefSeq
mau,Micromonospora aurantiaca,2010,RefSeq
mil,Micromonospora sp. L5,2011,RefSeq
vma,Verrucosispora maris,2011,RefSeq
ams,Actinoplanes missouriensis,2012,RefSeq
ase,Actinoplanes sp. SE50/110,2012,RefSeq
actn,Actinoplanes sp. N902-109,2013,RefSeq
afs,Actinoplanes friuliensis,2013,RefSeq
cai,Catenulispora acidiphila,2009,RefSeq
sna,Stackebrandtia nassauensis,2010,RefSeq
ahe,Arcanobacterium haemolyticum,2010,RefSeq
mcu,Mobiluncus curtisii,2010,RefSeq
tpy,Trueperella pyogenes TP6375,2014,GenBank
tpyo,Trueperella pyogenes TP8,2015,GenBank
asg,Actinobaculum schaalii,2014,GenBank
blo,Bifidobacterium longum NCC2705,2002,RefSeq
blj,Bifidobacterium longum DJO10A,2008,RefSeq
bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),2008,RefSeq
blon,Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo),2012,RefSeq
blf,Bifidobacterium longum subsp. infantis 157F,2011,RefSeq
bll,Bifidobacterium longum subsp. longum JDM301,2010,RefSeq
blb,Bifidobacterium longum subsp. longum BBMN68,2010,RefSeq
blm,Bifidobacterium longum subsp. longum JCM 1217,2011,RefSeq
blk,Bifidobacterium longum subsp. longum KACC 91563,2012,RefSeq
blg,Bifidobacterium longum subsp. longum F8,2013,RefSeq
blz,Bifidobacterium longum subsp. longum GT15,2014,GenBank
blx,Bifidobacterium longum BXY01,2014,GenBank
bad,Bifidobacterium adolescentis ATCC 15703,2006,RefSeq
badl,Bifidobacterium adolescentis 22L,2014,GenBank
bado,Bifidobacterium adolescentis BBMN23,2015,GenBank
bla,Bifidobacterium animalis subsp. lactis AD011,2009,RefSeq
blc,Bifidobacterium animalis subsp. lactis Bl-04,2009,RefSeq
blt,Bifidobacterium animalis subsp. lactis DSM 10140,2009,RefSeq
bbb,Bifidobacterium animalis subsp. lactis BB-12,2012,RefSeq
bbc,Bifidobacterium animalis subsp. lactis BLC1,2012,RefSeq
bnm,Bifidobacterium animalis subsp. lactis CNCM I-2494,2012,RefSeq
blv,Bifidobacterium animalis subsp. lactis V9,2012,RefSeq
blw,Bifidobacterium animalis subsp. lactis B420,2012,RefSeq
bls,Bifidobacterium animalis subsp. lactis Bi-07,2012,RefSeq
bani,Bifidobacterium animalis subsp. lactis Bl12,2013,RefSeq
banl,Bifidobacterium animalis subsp. lactis ATCC 27673,2013,RefSeq
bni,Bifidobacterium animalis subsp. animalis ATCC 25527,2012,RefSeq
banm,Bifidobacterium animalis RH,2014,GenBank
bde,Bifidobacterium dentium,2010,RefSeq
bbi,Bifidobacterium bifidum S17,2010,RefSeq
bbp,Bifidobacterium bifidum PRL2010,2010,RefSeq
bbf,Bifidobacterium bifidum BGN4,2012,RefSeq
bbv,Bifidobacterium breve ACS-071-V-Sch8b,2012,RefSeq
bbru,Bifidobacterium breve UCC2003,2013,RefSeq
bbre,Bifidobacterium breve 12L,2014,GenBank
bbrv,Bifidobacterium breve 689b,2014,GenBank
bbrj,Bifidobacterium breve JCM 7017,2014,GenBank
bbrc,Bifidobacterium breve JCM 7019,2014,GenBank
bbrn,Bifidobacterium breve NCFB 2258,2014,GenBank
bbrs,Bifidobacterium breve S27,2014,GenBank
bast,Bifidobacterium asteroides,2012,RefSeq
btp,Bifidobacterium thermophilum,2013,RefSeq
bcor,Bifidobacterium coryneforme,2014,GenBank
bka,Bifidobacterium kashiwanohense,2014,GenBank
bpsp,Bifidobacterium pseudolongum,2015,GenBank
bii,Bifidobacterium indicum,2015,GenBank
bang,Bifidobacterium angulatum,2015,GenBank
bcat,Bifidobacterium catenulatum,2015,GenBank
bpsc,Bifidobacterium pseudocatenulatum,2015,GenBank
bsca,Bifidobacterium scardovii,2015,GenBank
gva,Gardnerella vaginalis 409-05,2010,RefSeq
gvg,Gardnerella vaginalis ATCC 14019,2010,RefSeq
gvh,Gardnerella vaginalis HMP9231,2012,RefSeq
sij,Scardovia inopinata,2015,GenBank
pdo,Parascardovia denticolens,2015,GenBank
tbi,Thermobispora bispora,2010,RefSeq
rxy,Rubrobacter xylanophilus,2006,RefSeq
rrd,Rubrobacter radiotolerans,2014,GenBank
cwo,Conexibacter woesei,2010,RefSeq
afo,Acidimicrobium ferrooxidans,2009,RefSeq
aym,Ilumatobacter coccineus,2013,RefSeq
ccu,Cryptobacterium curtum,2009,RefSeq
shi,Slackia heliotrinireducens,2009,RefSeq
ele,Eggerthella lenta,2009,RefSeq
eyy,Eggerthella sp. YY7918,2011,RefSeq
gpa,Gordonibacter pamelaeae,2013,RefSeq
